"","K543R.bam","K544R.bam","K545L.bam","K546R.bam","V541L.bam","V542L.bam","V548L.bam","V550L.bam"
"ENSRNOG00000061736",0,0,0,0,0,0,0,0
"ENSRNOG00000005406",1658,2009,1710,1953,2063,2116,2305,3068
"ENSRNOG00000005450",70,154,71,153,141,187,208,178
"ENSRNOG00000005539",216,316,215,283,322,282,344,296
"ENSRNOG00000006098",0,0,0,0,0,0,1,1
"ENSRNOG00000061223",0,0,0,0,0,0,0,0
"ENSRNOG00000042980",0,0,3,1,0,0,2,0
"ENSRNOG00000061927",0,0,0,0,0,0,0,0
"ENSRNOG00000006255",6,8,2,10,5,2,4,4
"ENSRNOG00000056356",0,0,0,0,0,0,0,0
"ENSRNOG00000006557",2796,3096,2534,2695,2620,2851,3391,3369
"ENSRNOG00000006549",0,1,0,0,0,0,0,0
"ENSRNOG00000006860",6,3,3,3,4,2,3,4
"ENSRNOG00000021425",0,0,0,0,0,0,0,0
"ENSRNOG00000007053",302,387,287,372,419,380,341,411
"ENSRNOG00000031443",1,0,0,0,0,0,0,0
"ENSRNOG00000043422",0,0,0,0,0,0,0,0
"ENSRNOG00000058958",0,0,0,0,0,0,0,0
"ENSRNOG00000042265",0,0,0,0,0,0,0,0
"ENSRNOG00000043293",3,0,0,0,0,0,0,0
"ENSRNOG00000021345",0,0,0,0,0,0,0,0
"ENSRNOG00000007243",0,0,0,0,0,0,0,0
"ENSRNOG00000038894",0,0,0,0,0,0,0,0
"ENSRNOG00000002372",8,0,5,6,5,10,1,6
"ENSRNOG00000053102",0,0,0,0,0,2,0,0
"ENSRNOG00000054952",0,2,0,0,1,0,0,0
"ENSRNOG00000054345",0,0,0,0,0,0,0,0
"ENSRNOG00000054619",0,0,0,0,0,0,0,0
"ENSRNOG00000052567",0,1,0,0,0,0,0,0
"ENSRNOG00000052620",11792,15894,12381,16091,14090,12243,15765,12879
"ENSRNOG00000052660",5,6,4,2,1,0,0,1
"ENSRNOG00000060502",54,68,32,55,39,37,27,36
"ENSRNOG00000057012",38,29,34,32,33,29,23,21
"ENSRNOG00000002388",1029,1301,1045,1343,1164,1144,1110,1060
"ENSRNOG00000055444",0,0,0,0,0,0,0,0
"ENSRNOG00000002469",24,33,30,44,41,38,38,27
"ENSRNOG00000031138",213,272,287,279,327,336,329,383
"ENSRNOG00000032396",11,9,13,5,14,12,17,37
"ENSRNOG00000002470",115,95,175,144,163,192,214,293
"ENSRNOG00000047402",0,2,0,0,0,0,0,0
"ENSRNOG00000050786",2,5,5,1,6,11,5,3
"ENSRNOG00000047001",0,0,0,0,0,0,0,2
"ENSRNOG00000031313",8,3,20,15,24,14,24,15
"ENSRNOG00000046800",0,0,0,0,0,0,0,0
"ENSRNOG00000046838",0,0,0,0,0,0,0,0
"ENSRNOG00000048210",0,0,0,0,0,0,0,0
"ENSRNOG00000048793",0,0,0,0,0,0,0,0
"ENSRNOG00000046377",0,0,0,0,0,0,0,0
"ENSRNOG00000051756",1107,1221,1032,1257,967,1163,1163,1073
"ENSRNOG00000031208",430,488,393,537,579,524,635,564
"ENSRNOG00000048858",0,2,1,1,0,0,0,0
"ENSRNOG00000046425",0,0,0,0,0,0,0,0
"ENSRNOG00000050601",0,0,0,0,0,0,0,0
"ENSRNOG00000002486",0,0,0,0,0,0,0,0
"ENSRNOG00000045932",0,0,0,0,0,0,0,0
"ENSRNOG00000046072",0,0,0,0,0,0,0,0
"ENSRNOG00000047749",0,0,0,0,0,0,0,0
"ENSRNOG00000047636",0,0,0,0,0,0,0,0
"ENSRNOG00000046182",0,0,0,0,0,0,0,0
"ENSRNOG00000052371",0,0,0,0,0,0,0,0
"ENSRNOG00000048331",0,0,0,0,0,0,0,0
"ENSRNOG00000029739",0,2,0,0,0,0,0,0
"ENSRNOG00000045940",5,6,1,4,1,7,2,0
"ENSRNOG00000049535",0,0,0,0,0,0,0,0
"ENSRNOG00000033524",0,0,0,0,0,0,0,0
"ENSRNOG00000046785",3,9,2,2,4,1,1,0
"ENSRNOG00000048357",257,267,284,253,197,204,218,148
"ENSRNOG00000003645",4820,5790,4643,4624,5830,5211,6151,6719
"ENSRNOG00000004247",190,233,201,224,255,195,279,281
"ENSRNOG00000047396",421,504,428,474,552,453,533,451
"ENSRNOG00000021731",21,26,19,24,52,62,64,27
"ENSRNOG00000049062",432,581,468,532,598,488,592,609
"ENSRNOG00000056265",1197,1267,1051,1129,1060,904,1114,1348
"ENSRNOG00000060143",0,0,0,0,0,0,0,0
"ENSRNOG00000002511",48,24,30,26,10,30,26,18
"ENSRNOG00000002718",1,0,0,0,0,0,0,0
"ENSRNOG00000054891",1639,2119,1806,1719,1443,1710,2080,2822
"ENSRNOG00000049032",261,395,266,261,363,331,345,386
"ENSRNOG00000057579",0,0,0,0,0,0,0,0
"ENSRNOG00000002810",9,3,3,11,7,12,10,12
"ENSRNOG00000002823",1327,1480,1147,1463,1312,1185,1575,1521
"ENSRNOG00000035459",5,3,9,6,2,2,4,5
"ENSRNOG00000003005",25,19,25,16,22,25,28,18
"ENSRNOG00000046330",2793,4065,3242,3646,3461,2972,3215,3043
"ENSRNOG00000047385",0,0,0,0,1,0,0,0
"ENSRNOG00000045609",0,0,0,0,0,0,0,0
"ENSRNOG00000003050",1958,2177,1794,2408,2106,1983,2312,2059
"ENSRNOG00000003068",117,142,124,133,77,73,128,97
"ENSRNOG00000003147",7396,9205,7559,8659,6984,7755,7813,8778
"ENSRNOG00000003235",1351,1671,1371,1467,1658,1507,1592,1291
"ENSRNOG00000003244",2,0,1,10,0,2,1,1
"ENSRNOG00000003268",390,457,392,454,351,421,425,497
"ENSRNOG00000003343",22588,27296,20964,25321,21148,22975,25436,28703
"ENSRNOG00000003395",16,31,21,32,16,29,25,13
"ENSRNOG00000040383",0,0,0,0,0,0,0,0
"ENSRNOG00000003399",8426,9979,8884,8610,9947,8702,9837,10273
"ENSRNOG00000003536",506,564,407,748,563,549,664,631
"ENSRNOG00000059416",0,0,0,0,0,0,0,0
"ENSRNOG00000061484",7,2,0,2,3,4,2,1
"ENSRNOG00000041725",0,0,0,0,0,0,0,0
"ENSRNOG00000029205",484,574,522,721,517,614,568,556
"ENSRNOG00000030517",84,81,83,85,88,63,99,52
"ENSRNOG00000000233",1,2,0,0,0,1,0,2
"ENSRNOG00000022971",129,161,138,147,145,88,138,115
"ENSRNOG00000030750",178,205,215,259,182,225,279,253
"ENSRNOG00000029678",35,47,37,72,57,54,48,53
"ENSRNOG00000003671",0,0,0,0,0,0,0,0
"ENSRNOG00000003668",0,0,0,0,0,0,0,0
"ENSRNOG00000047313",0,0,0,0,0,0,0,0
"ENSRNOG00000029930",0,0,0,0,0,0,0,0
"ENSRNOG00000047056",0,0,0,0,0,0,0,0
"ENSRNOG00000033559",1,0,4,1,0,1,0,1
"ENSRNOG00000047426",0,0,0,0,0,0,0,0
"ENSRNOG00000047344",0,0,0,0,0,0,0,0
"ENSRNOG00000032495",0,0,0,0,0,0,0,0
"ENSRNOG00000057510",0,0,0,0,0,0,0,0
"ENSRNOG00000003634",212,268,240,275,256,237,229,237
"ENSRNOG00000057687",2,0,0,0,0,0,1,0
"ENSRNOG00000046457",0,0,0,0,0,0,0,0
"ENSRNOG00000052941",0,0,0,0,0,0,0,0
"ENSRNOG00000058960",0,0,0,0,0,0,0,1
"ENSRNOG00000022555",83,76,70,88,72,75,67,60
"ENSRNOG00000003714",1147,1291,1032,1139,893,811,874,957
"ENSRNOG00000058789",46,73,44,54,44,37,45,36
"ENSRNOG00000003349",8,19,5,3,9,3,5,1
"ENSRNOG00000047933",130,152,142,154,107,107,123,69
"ENSRNOG00000046272",5845,6835,5897,5630,6916,6403,7532,8306
"ENSRNOG00000049622",367,424,397,443,448,394,506,601
"ENSRNOG00000047719",442,519,464,511,586,474,578,485
"ENSRNOG00000045965",23,27,26,24,52,63,65,27
"ENSRNOG00000004419",230,280,200,240,327,270,304,325
"ENSRNOG00000004563",1697,1741,1387,1457,1144,1320,1619,2297
"ENSRNOG00000004820",1281,1712,1473,1465,1367,1183,1303,1642
"ENSRNOG00000004956",481,633,474,691,433,675,715,651
"ENSRNOG00000055800",1,1,0,0,0,0,0,0
"ENSRNOG00000053018",1,2,0,1,0,0,0,0
"ENSRNOG00000005024",920,1201,813,1027,1084,1002,1091,1186
"ENSRNOG00000005064",1231,1595,1421,1618,1160,1092,1309,1175
"ENSRNOG00000059485",127,165,114,135,123,85,153,128
"ENSRNOG00000005389",1111,1301,1131,1286,1372,1272,1575,1744
"ENSRNOG00000046717",5,0,6,2,2,3,3,6
"ENSRNOG00000005821",2,0,0,2,0,0,0,0
"ENSRNOG00000005828",5665,7248,5124,6147,6813,5500,6191,8110
"ENSRNOG00000058244",0,1,1,0,5,1,0,3
"ENSRNOG00000005872",45,34,16,23,25,21,23,21
"ENSRNOG00000006375",4513,6182,4552,5336,4793,4750,5332,5500
"ENSRNOG00000006148",2710,3478,2680,3054,3033,2854,3146,3375
"ENSRNOG00000032825",2191,2959,2470,2925,2470,2303,2544,2161
"ENSRNOG00000060925",0,0,0,0,0,0,0,0
"ENSRNOG00000006565",1643,2232,2041,2882,1277,1162,1852,1387
"ENSRNOG00000054866",639,826,931,1009,516,413,703,422
"ENSRNOG00000016596",3981,4425,3492,4293,4332,4385,4827,5520
"ENSRNOG00000006943",51,90,72,74,80,69,67,66
"ENSRNOG00000006965",4233,4949,4051,5083,3662,4122,4541,5494
"ENSRNOG00000007218",0,1,0,0,0,0,0,0
"ENSRNOG00000048174",1103,1117,953,978,1140,1079,974,1226
"ENSRNOG00000007301",3,0,0,0,0,0,0,1
"ENSRNOG00000054779",0,0,0,0,0,0,0,0
"ENSRNOG00000007431",0,0,0,0,0,0,0,0
"ENSRNOG00000061210",0,0,0,0,0,0,0,0
"ENSRNOG00000060061",0,0,0,0,0,0,0,0
"ENSRNOG00000007462",1705,1984,1771,1883,1832,1739,2219,2285
"ENSRNOG00000007515",456,547,506,604,559,568,693,763
"ENSRNOG00000007624",0,0,0,0,0,0,0,0
"ENSRNOG00000007652",0,0,1,0,0,0,0,0
"ENSRNOG00000033065",1331,1717,1471,1512,1720,1379,1615,1687
"ENSRNOG00000008111",0,0,0,0,0,0,0,0
"ENSRNOG00000052501",0,0,0,0,0,0,1,1
"ENSRNOG00000008144",428,527,583,731,702,715,562,646
"ENSRNOG00000008432",359,375,340,444,391,345,401,343
"ENSRNOG00000046195",0,0,0,0,0,0,0,0
"ENSRNOG00000050794",116,128,155,149,215,194,233,101
"ENSRNOG00000053338",0,0,0,0,0,0,0,0
"ENSRNOG00000033663",933,870,725,869,725,737,859,861
"ENSRNOG00000026805",0,0,0,0,0,0,0,0
"ENSRNOG00000026786",0,0,0,0,0,0,0,0
"ENSRNOG00000026745",406,489,328,482,585,541,678,676
"ENSRNOG00000026596",0,0,0,0,0,0,0,0
"ENSRNOG00000052684",0,0,0,0,1,0,0,0
"ENSRNOG00000009104",1904,2069,1773,2290,1379,1506,1994,1158
"ENSRNOG00000009995",584,707,547,515,346,528,714,854
"ENSRNOG00000042449",1328,1623,1319,1147,1641,1598,1715,2025
"ENSRNOG00000049333",0,0,0,0,0,0,0,0
"ENSRNOG00000060220",0,0,0,0,0,0,0,0
"ENSRNOG00000045961",139,163,135,206,162,171,160,209
"ENSRNOG00000000622",1789,2245,1807,2129,2217,1854,2106,2572
"ENSRNOG00000052564",39,41,30,38,99,24,142,53
"ENSRNOG00000010370",803,1025,1001,1007,818,906,964,1000
"ENSRNOG00000010668",183,119,155,175,160,155,204,183
"ENSRNOG00000032531",113,134,119,133,141,98,142,92
"ENSRNOG00000056321",0,0,0,0,0,0,0,0
"ENSRNOG00000032902",3071,3893,3274,3343,3499,3314,3941,3822
"ENSRNOG00000021370",0,0,1,0,0,0,0,1
"ENSRNOG00000052219",243,268,265,306,216,207,214,110
"ENSRNOG00000021310",0,0,0,0,0,0,0,0
"ENSRNOG00000011892",0,1,1,0,0,0,0,0
"ENSRNOG00000012356",863,1246,1033,1193,639,969,960,1260
"ENSRNOG00000012575",0,0,0,0,0,0,0,0
"ENSRNOG00000057356",0,0,0,0,0,0,0,0
"ENSRNOG00000054996",0,0,0,0,0,0,0,0
"ENSRNOG00000012840",6,9,0,0,7,1,6,1
"ENSRNOG00000013118",556,745,607,574,598,633,578,654
"ENSRNOG00000013186",4087,4850,4168,4795,4993,4789,5054,5453
"ENSRNOG00000060616",0,2,0,3,0,0,2,0
"ENSRNOG00000013588",85,67,46,42,70,86,81,47
"ENSRNOG00000038478",0,0,3,0,2,1,5,2
"ENSRNOG00000051730",0,0,0,0,0,0,0,0
"ENSRNOG00000059529",0,0,0,0,0,0,0,0
"ENSRNOG00000014081",0,1,3,0,2,1,1,0
"ENSRNOG00000027803",0,0,0,0,0,0,0,0
"ENSRNOG00000038474",0,0,0,0,0,0,0,0
"ENSRNOG00000057177",0,0,0,0,0,0,0,0
"ENSRNOG00000056623",0,0,0,0,0,0,0,0
"ENSRNOG00000056352",0,0,0,0,0,0,0,0
"ENSRNOG00000055975",0,0,0,0,0,0,0,0
"ENSRNOG00000055095",0,0,0,0,0,0,0,0
"ENSRNOG00000058124",0,0,0,0,0,0,0,0
"ENSRNOG00000045816",0,0,0,1,0,0,2,0
"ENSRNOG00000002423",602,913,733,906,786,827,870,927
"ENSRNOG00000002443",819,1161,1012,871,695,793,814,871
"ENSRNOG00000002488",1377,1715,1317,1602,1565,1687,2116,1537
"ENSRNOG00000035171",0,0,0,0,0,0,0,0
"ENSRNOG00000002575",289,371,286,323,325,295,308,316
"ENSRNOG00000002582",0,0,0,0,0,0,0,0
"ENSRNOG00000059234",0,0,0,0,0,0,0,0
"ENSRNOG00000031544",3187,3385,2893,3367,2860,3318,3595,4211
"ENSRNOG00000027259",17,24,13,13,35,10,19,20
"ENSRNOG00000002630",774,954,796,842,913,788,758,781
"ENSRNOG00000002645",594,671,640,805,581,725,755,891
"ENSRNOG00000027039",365,447,282,376,388,388,380,420
"ENSRNOG00000027008",153,194,208,262,292,334,270,431
"ENSRNOG00000060046",0,0,0,0,0,0,0,0
"ENSRNOG00000043116",3,4,4,9,2,4,2,4
"ENSRNOG00000002682",1191,1387,1179,1307,1244,1119,1090,991
"ENSRNOG00000002713",322,337,332,497,376,363,377,364
"ENSRNOG00000054400",561,699,670,782,659,730,764,810
"ENSRNOG00000026844",5,5,11,9,2,4,15,92
"ENSRNOG00000053179",0,0,0,2,0,0,0,0
"ENSRNOG00000002820",0,0,0,0,0,0,0,0
"ENSRNOG00000002845",0,0,0,0,0,0,0,0
"ENSRNOG00000026801",0,0,0,0,0,0,0,0
"ENSRNOG00000026714",0,0,0,0,0,0,0,0
"ENSRNOG00000026695",0,0,0,0,0,0,0,2
"ENSRNOG00000046967",0,0,0,0,0,0,0,0
"ENSRNOG00000047803",0,0,0,0,0,0,0,0
"ENSRNOG00000061794",0,0,0,0,0,0,0,0
"ENSRNOG00000050694",0,0,0,1,0,0,0,0
"ENSRNOG00000047392",0,0,0,0,0,0,0,0
"ENSRNOG00000049845",0,0,0,0,0,0,0,0
"ENSRNOG00000055773",0,0,0,0,0,0,0,0
"ENSRNOG00000052984",0,0,0,0,0,0,0,0
"ENSRNOG00000052623",0,0,0,0,0,0,0,0
"ENSRNOG00000049799",0,0,0,0,0,0,0,0
"ENSRNOG00000047955",0,0,0,0,0,0,0,0
"ENSRNOG00000031194",0,0,0,0,0,0,0,0
"ENSRNOG00000038422",4,1,5,0,0,0,0,3
"ENSRNOG00000002858",0,0,0,0,0,0,0,0
"ENSRNOG00000026430",0,0,0,0,0,0,0,0
"ENSRNOG00000038413",0,0,0,0,0,0,0,0
"ENSRNOG00000045616",0,0,0,0,0,0,0,0
"ENSRNOG00000029289",0,0,0,0,0,0,0,0
"ENSRNOG00000050235",0,0,0,0,0,0,0,0
"ENSRNOG00000048938",0,0,0,0,0,0,0,0
"ENSRNOG00000053226",0,0,0,0,0,0,0,0
"ENSRNOG00000058762",0,0,0,0,0,0,0,0
"ENSRNOG00000060145",0,0,0,0,0,0,0,0
"ENSRNOG00000051762",0,0,0,0,0,0,0,0
"ENSRNOG00000031246",0,0,0,0,0,0,0,0
"ENSRNOG00000046777",0,0,0,0,0,0,0,0
"ENSRNOG00000046040",0,0,0,0,0,0,0,0
"ENSRNOG00000030600",0,0,0,0,0,0,0,0
"ENSRNOG00000046934",0,0,0,0,0,0,0,0
"ENSRNOG00000001512",0,0,0,0,0,0,0,0
"ENSRNOG00000033659",0,0,0,0,0,0,0,0
"ENSRNOG00000033492",0,0,0,0,0,0,0,0
"ENSRNOG00000046792",1,0,2,1,0,2,3,1
"ENSRNOG00000002873",420,581,432,640,364,332,358,451
"ENSRNOG00000050914",0,0,0,0,0,0,0,0
"ENSRNOG00000049953",0,0,0,0,0,0,0,0
"ENSRNOG00000050291",0,0,0,0,0,0,0,0
"ENSRNOG00000046759",0,0,0,0,0,0,0,0
"ENSRNOG00000047820",0,0,0,0,0,0,0,0
"ENSRNOG00000046642",0,0,0,0,0,0,0,0
"ENSRNOG00000046634",0,0,0,0,0,0,0,0
"ENSRNOG00000061797",0,0,0,0,0,0,0,0
"ENSRNOG00000045886",0,0,0,0,0,0,0,0
"ENSRNOG00000048241",0,0,0,0,0,0,0,0
"ENSRNOG00000046315",0,0,0,0,0,0,0,0
"ENSRNOG00000005408",266,335,344,348,350,324,428,380
"ENSRNOG00000049132",496,568,602,632,758,726,892,1285
"ENSRNOG00000047410",0,0,0,0,0,0,0,0
"ENSRNOG00000051868",706,756,562,665,515,472,576,507
"ENSRNOG00000023431",176,251,236,252,204,260,261,239
"ENSRNOG00000014712",193,216,227,236,146,180,253,148
"ENSRNOG00000043019",1,1,1,2,2,1,0,3
"ENSRNOG00000049219",3707,4372,3279,3855,5434,4619,5182,5325
"ENSRNOG00000043419",251,251,230,207,381,331,328,353
"ENSRNOG00000031790",49,34,54,40,63,77,67,88
"ENSRNOG00000053582",9,6,8,7,11,3,2,7
"ENSRNOG00000022983",14,7,8,19,18,13,16,19
"ENSRNOG00000002915",468,567,559,680,528,539,542,530
"ENSRNOG00000058068",24,22,10,14,10,22,32,7
"ENSRNOG00000022725",332,414,350,356,250,270,296,245
"ENSRNOG00000038328",0,0,0,2,0,1,0,0
"ENSRNOG00000002928",1382,1421,1159,1345,1583,1366,1437,1555
"ENSRNOG00000002943",313,365,281,328,406,315,292,427
"ENSRNOG00000002944",276,299,231,373,384,301,344,388
"ENSRNOG00000060229",7391,9209,7542,7956,8025,7877,9200,10359
"ENSRNOG00000003039",1,0,0,0,0,5,1,0
"ENSRNOG00000003066",1,8,10,2,8,8,15,11
"ENSRNOG00000022548",2,5,0,1,3,1,0,0
"ENSRNOG00000022472",135,204,170,224,178,188,191,246
"ENSRNOG00000022438",35,50,47,41,31,26,68,47
"ENSRNOG00000022431",155,144,154,115,118,107,134,90
"ENSRNOG00000036318",0,0,0,0,0,0,0,0
"ENSRNOG00000003129",1138,1423,1121,1451,1262,1323,1699,1185
"ENSRNOG00000003170",9,21,22,20,20,20,14,24
"ENSRNOG00000022244",7,1,0,2,6,3,1,1
"ENSRNOG00000003210",0,0,0,0,0,0,0,0
"ENSRNOG00000059978",0,0,0,0,0,0,0,0
"ENSRNOG00000059300",0,1,2,0,0,0,0,0
"ENSRNOG00000021988",0,0,0,0,0,0,0,0
"ENSRNOG00000003226",4510,4924,4223,4750,4407,4627,5509,4780
"ENSRNOG00000045552",0,0,0,0,0,0,0,0
"ENSRNOG00000021657",0,2,1,1,1,2,2,1
"ENSRNOG00000003302",1956,2175,1941,2673,1567,1710,2072,1124
"ENSRNOG00000053943",1720,1975,1485,1820,1948,1799,2080,2351
"ENSRNOG00000059928",3,2,3,4,1,3,0,2
"ENSRNOG00000054629",5,0,2,4,2,1,3,1
"ENSRNOG00000003332",86,127,101,128,114,80,99,76
"ENSRNOG00000053961",482,556,475,522,582,563,562,562
"ENSRNOG00000003348",330,432,307,587,422,262,393,460
"ENSRNOG00000054423",61,49,55,43,37,64,37,62
"ENSRNOG00000055294",0,0,0,0,0,0,0,0
"ENSRNOG00000060588",1,0,0,1,1,0,0,2
"ENSRNOG00000060615",849,1056,947,1018,976,1189,1089,830
"ENSRNOG00000003463",1536,1439,1351,1643,1218,1250,1424,955
"ENSRNOG00000003590",618,814,662,716,518,593,621,573
"ENSRNOG00000021303",41,50,25,65,35,49,43,33
"ENSRNOG00000003719",422,441,391,470,421,384,416,445
"ENSRNOG00000003847",790,879,823,1177,894,976,1140,842
"ENSRNOG00000055309",767,837,712,841,825,822,893,918
"ENSRNOG00000059219",1892,2270,2102,1899,1830,1702,1693,1403
"ENSRNOG00000028341",1016,1309,1130,1409,1164,1298,1361,1436
"ENSRNOG00000003948",810,1016,838,917,872,974,1053,865
"ENSRNOG00000004159",2029,2422,2070,2292,2275,2157,2465,2999
"ENSRNOG00000059610",0,0,0,0,0,0,0,2
"ENSRNOG00000050584",32,39,22,27,10,10,16,12
"ENSRNOG00000028208",385,480,401,412,350,382,324,427
"ENSRNOG00000005099",289,297,282,332,287,284,357,323
"ENSRNOG00000005165",405,422,453,595,250,435,470,466
"ENSRNOG00000005275",1150,1286,861,1046,980,1024,1241,1209
"ENSRNOG00000005360",273,312,283,344,379,319,409,459
"ENSRNOG00000005377",328,442,336,444,402,370,437,518
"ENSRNOG00000050567",21,26,16,20,13,20,27,26
"ENSRNOG00000006612",500,569,603,633,758,725,890,1289
"ENSRNOG00000002303",62,50,30,47,78,87,76,36
"ENSRNOG00000002304",3,0,0,0,0,2,0,0
"ENSRNOG00000032492",1322,1451,1315,1482,1127,1485,1703,1471
"ENSRNOG00000056736",0,0,0,0,0,0,0,0
"ENSRNOG00000002331",0,0,0,0,0,0,0,0
"ENSRNOG00000058116",0,0,0,0,0,0,0,0
"ENSRNOG00000002342",1173,1387,1116,1395,1428,1385,1604,1957
"ENSRNOG00000053569",14,26,7,5,5,6,4,7
"ENSRNOG00000038055",0,1,0,0,0,0,1,0
"ENSRNOG00000057404",1,0,0,0,1,0,0,1
"ENSRNOG00000002364",985,1012,740,1058,1108,1117,1042,1196
"ENSRNOG00000002382",0,0,0,0,0,0,0,0
"ENSRNOG00000002412",276,366,322,335,485,401,479,572
"ENSRNOG00000047790",196,288,224,256,247,226,256,275
"ENSRNOG00000060550",1045,1230,944,1138,1221,1179,1296,1242
"ENSRNOG00000041622",0,0,0,0,0,0,0,0
"ENSRNOG00000002599",1,0,0,0,1,0,0,0
"ENSRNOG00000002616",1,0,1,0,0,2,0,0
"ENSRNOG00000027924",1,2,1,1,0,3,1,1
"ENSRNOG00000002724",1340,1626,1343,1493,1361,1361,1526,1616
"ENSRNOG00000002763",953,1205,1070,1256,1049,1065,1285,1283
"ENSRNOG00000002899",494,529,492,566,432,467,624,580
"ENSRNOG00000054213",1,0,0,0,0,0,0,0
"ENSRNOG00000002903",480,494,450,459,365,380,379,276
"ENSRNOG00000054498",0,1,3,0,0,0,0,2
"ENSRNOG00000002922",139,271,225,197,120,135,146,218
"ENSRNOG00000002970",50,52,48,41,35,34,37,28
"ENSRNOG00000002977",572,633,535,563,505,543,576,638
"ENSRNOG00000055246",2563,3101,2800,3257,2769,2918,3079,3328
"ENSRNOG00000003070",129,165,125,185,172,133,172,180
"ENSRNOG00000003086",284,329,241,303,323,263,278,316
"ENSRNOG00000042271",14120,17729,13710,17114,14651,16090,15788,21271
"ENSRNOG00000055994",0,0,0,0,0,0,0,0
"ENSRNOG00000053082",0,0,0,0,0,0,0,0
"ENSRNOG00000003104",9,9,2,6,8,12,21,1
"ENSRNOG00000057240",35,47,43,49,53,51,47,80
"ENSRNOG00000058899",82,95,36,81,100,69,83,117
"ENSRNOG00000055640",56,57,47,55,65,42,73,71
"ENSRNOG00000027286",41,48,34,40,69,90,94,81
"ENSRNOG00000003214",115,128,128,144,131,129,143,161
"ENSRNOG00000046598",0,0,0,0,0,0,0,0
"ENSRNOG00000045683",0,0,0,0,0,0,0,0
"ENSRNOG00000047907",265,342,312,309,470,380,447,558
"ENSRNOG00000002462",210,304,235,269,259,236,265,290
"ENSRNOG00000003215",193,264,166,248,144,197,192,217
"ENSRNOG00000054015",0,0,0,0,0,0,0,0
"ENSRNOG00000060247",0,0,0,0,0,0,0,0
"ENSRNOG00000003218",0,0,0,0,0,0,0,0
"ENSRNOG00000003219",5,13,1,1,1,0,5,4
"ENSRNOG00000003287",0,0,3,1,0,1,0,2
"ENSRNOG00000061633",0,0,0,0,0,0,0,0
"ENSRNOG00000050649",586,801,694,731,848,792,852,998
"ENSRNOG00000055459",0,0,0,0,0,0,0,0
"ENSRNOG00000052088",0,0,0,0,0,0,0,0
"ENSRNOG00000003294",0,0,0,0,0,0,0,0
"ENSRNOG00000027212",0,0,0,0,0,0,0,0
"ENSRNOG00000003338",86,61,71,83,118,112,108,94
"ENSRNOG00000053841",0,0,0,0,0,0,0,0
"ENSRNOG00000054755",0,0,0,0,0,0,0,0
"ENSRNOG00000003384",355,493,338,354,433,428,421,458
"ENSRNOG00000024972",241,300,270,301,266,230,260,336
"ENSRNOG00000024591",30,39,35,22,24,49,21,48
"ENSRNOG00000003424",986,1084,878,999,999,911,1075,1143
"ENSRNOG00000003603",389,395,371,398,399,432,579,592
"ENSRNOG00000003669",0,0,0,0,0,0,0,0
"ENSRNOG00000054009",0,0,0,0,0,0,0,0
"ENSRNOG00000057038",2323,2555,2322,2184,1825,1483,1679,1726
"ENSRNOG00000003834",412,499,386,388,392,402,496,585
"ENSRNOG00000049112",0,0,0,0,0,0,0,0
"ENSRNOG00000003981",342,375,362,329,360,304,383,334
"ENSRNOG00000004171",2677,3120,2917,3048,1652,1889,1913,2325
"ENSRNOG00000060742",1924,2152,2073,1813,1545,1246,1408,1461
"ENSRNOG00000029012",44,35,30,33,23,42,35,51
"ENSRNOG00000037852",0,0,0,0,0,0,0,3
"ENSRNOG00000003367",18,23,15,24,18,15,29,23
"ENSRNOG00000003397",160,224,243,268,244,201,257,259
"ENSRNOG00000028699",224,263,217,217,242,251,263,294
"ENSRNOG00000046276",51,76,52,65,79,75,69,92
"ENSRNOG00000057964",0,0,0,0,0,0,0,0
"ENSRNOG00000053014",0,0,0,0,0,0,0,0
"ENSRNOG00000049695",1390,1497,1333,1466,1465,1556,2558,652
"ENSRNOG00000050042",111,81,46,103,69,125,205,33
"ENSRNOG00000054337",0,0,0,0,0,0,0,0
"ENSRNOG00000052646",0,1,0,2,1,0,0,1
"ENSRNOG00000049361",220,253,249,171,39,39,74,191
"ENSRNOG00000003633",1,0,0,0,0,0,0,0
"ENSRNOG00000003683",0,0,0,1,0,0,0,0
"ENSRNOG00000026548",0,0,0,0,0,1,0,0
"ENSRNOG00000003785",68,62,44,33,109,89,88,121
"ENSRNOG00000037718",5,12,8,4,5,7,7,5
"ENSRNOG00000003849",200,258,236,267,234,210,286,279
"ENSRNOG00000003947",366,370,281,278,340,442,519,447
"ENSRNOG00000050824",0,1,1,0,0,2,2,0
"ENSRNOG00000023428",6,3,19,9,3,21,23,22
"ENSRNOG00000003992",0,2,1,1,0,0,0,0
"ENSRNOG00000037712",7,17,16,17,14,8,12,15
"ENSRNOG00000004075",0,1,0,0,5,0,0,1
"ENSRNOG00000004092",0,0,0,0,0,0,0,0
"ENSRNOG00000002886",6590,7889,6863,7684,7231,7594,8426,8434
"ENSRNOG00000004139",1201,1271,1009,1261,1039,1198,1399,1233
"ENSRNOG00000022964",0,0,1,0,0,0,1,0
"ENSRNOG00000004214",13678,17214,14030,18232,14456,12851,15090,12167
"ENSRNOG00000056979",0,0,0,0,0,0,0,0
"ENSRNOG00000004225",5,8,9,12,5,5,1,8
"ENSRNOG00000004566",7,18,25,14,16,10,13,6
"ENSRNOG00000004668",47,53,42,59,44,44,53,35
